invoice_id,customer_id,arm,stratum,decline_code,outcome,invoice_amount_minor,recovered_amount_minor,currency,processor_txn_id,settled_at,reversal_type,reversal_amount_minor,reversal_at
cus_1419_inv_1,cus_1419,control,small|soft|emea,processing_error,recovered,8925,8925,USD,txn_c_179,2026-08-20T00:00:00.000Z,none,0,
cus_1439_inv_0,cus_1439,control,small|soft|emea,insufficient_funds,recovered,8013,8013,USD,txn_c_180,2026-08-20T00:00:00.000Z,none,0,
cus_1473_inv_0,cus_1473,control,small|soft|na,issuer_unavailable,recovered,5406,5406,USD,txn_c_182,2026-08-20T00:00:00.000Z,none,0,
cus_1479_inv_0,cus_1479,control,small|soft|emea,velocity_limit_exceeded,recovered,6296,6296,USD,txn_c_184,2026-08-20T00:00:00.000Z,none,0,
cus_1479_inv_3,cus_1479,control,small|soft|na,insufficient_funds,recovered,7588,7588,USD,txn_c_187,2026-08-20T00:00:00.000Z,none,0,
cus_1480_inv_2,cus_1480,control,small|gray|emea,expired_card,recovered,3985,3985,USD,txn_c_190,2026-08-20T00:00:00.000Z,none,0,
cus_1480_inv_3,cus_1480,control,small|soft|apac,insufficient_funds,recovered,9628,9628,USD,txn_c_191,2026-08-20T00:00:00.000Z,none,0,
cus_1494_inv_0,cus_1494,control,small|soft|apac,insufficient_funds,recovered,3049,3049,USD,txn_c_192,2026-08-20T00:00:00.000Z,none,0,
cus_1522_inv_0,cus_1522,control,small|soft|latam,try_again_later,recovered,2153,2153,USD,txn_c_193,2026-08-20T00:00:00.000Z,none,0,
cus_1533_inv_0,cus_1533,control,micro|gray|emea,do_not_honor,recovered,1117,1117,USD,txn_c_195,2026-08-20T00:00:00.000Z,none,0,
cus_1598_inv_0,cus_1598,control,small|soft|emea,insufficient_funds,recovered,2555,2555,USD,txn_c_196,2026-08-20T00:00:00.000Z,none,0,
cus_1645_inv_0,cus_1645,control,small|soft|apac,insufficient_funds,recovered,7194,7194,USD,txn_c_202,2026-08-20T00:00:00.000Z,none,0,
cus_1664_inv_0,cus_1664,control,small|gray|na,do_not_honor,recovered,7508,7508,USD,txn_c_203,2026-08-20T00:00:00.000Z,none,0,
cus_1682_inv_0,cus_1682,control,small|soft|na,insufficient_funds,recovered,6713,6713,USD,txn_c_207,2026-08-20T00:00:00.000Z,none,0,
cus_1739_inv_0,cus_1739,control,small|soft|na,insufficient_funds,recovered,4482,4482,USD,txn_c_212,2026-08-20T00:00:00.000Z,none,0,
cus_1744_inv_0,cus_1744,control,small|soft|na,insufficient_funds,recovered,3729,3729,USD,txn_c_214,2026-08-20T00:00:00.000Z,none,0,
cus_1748_inv_0,cus_1748,control,mid|soft|na,insufficient_funds,recovered,15510,15510,USD,txn_c_215,2026-08-20T00:00:00.000Z,none,0,
cus_1748_inv_1,cus_1748,control,small|soft|na,insufficient_funds,recovered,7977,7977,USD,txn_c_216,2026-08-20T00:00:00.000Z,none,0,
cus_1784_inv_0,cus_1784,control,mid|soft|na,processing_error,recovered,29091,29091,USD,txn_c_218,2026-08-20T00:00:00.000Z,none,0,
cus_1784_inv_1,cus_1784,control,small|gray|na,do_not_honor,recovered,2002,2002,USD,txn_c_219,2026-08-20T00:00:00.000Z,none,0,
cus_1821_inv_0,cus_1821,control,mid|soft|emea,authentication_required,recovered,10913,10913,USD,txn_c_221,2026-08-20T00:00:00.000Z,none,0,
cus_1821_inv_1,cus_1821,control,mid|soft|na,insufficient_funds,recovered,39395,39395,USD,txn_c_222,2026-08-20T00:00:00.000Z,none,0,
cus_1857_inv_2,cus_1857,control,small|soft|na,processing_error,recovered,3505,3505,USD,txn_c_227,2026-08-20T00:00:00.000Z,none,0,
cus_1944_inv_0,cus_1944,control,small|gray|na,do_not_honor,recovered,5943,5943,USD,txn_c_240,2026-08-20T00:00:00.000Z,none,0,
cus_1951_inv_0,cus_1951,control,mid|soft|na,insufficient_funds,recovered,10113,10113,USD,txn_c_241,2026-08-20T00:00:00.000Z,none,0,
cus_1959_inv_3,cus_1959,control,small|soft|na,insufficient_funds,recovered,5970,5970,USD,txn_c_245,2026-08-20T00:00:00.000Z,none,0,
cus_1971_inv_0,cus_1971,control,mid|soft|na,insufficient_funds,recovered,14462,14462,USD,txn_c_246,2026-08-20T00:00:00.000Z,none,0,
cus_2033_inv_0,cus_2033,control,small|soft|na,processing_error,recovered,3471,3471,USD,txn_c_250,2026-08-20T00:00:00.000Z,none,0,
cus_2106_inv_0,cus_2106,control,small|soft|apac,insufficient_funds,recovered,5186,5186,USD,txn_c_257,2026-08-20T00:00:00.000Z,none,0,
cus_2172_inv_0,cus_2172,control,small|soft|na,insufficient_funds,recovered,5459,5459,USD,txn_c_265,2026-08-20T00:00:00.000Z,none,0,
cus_2183_inv_0,cus_2183,control,small|soft|na,issuer_unavailable,recovered,2204,2204,USD,txn_c_267,2026-08-20T00:00:00.000Z,none,0,
cus_2212_inv_0,cus_2212,control,small|gray|emea,expired_card,recovered,2614,2614,USD,txn_c_268,2026-08-20T00:00:00.000Z,none,0,
cus_2229_inv_0,cus_2229,control,small|soft|na,insufficient_funds,recovered,2146,2146,USD,txn_c_272,2026-08-20T00:00:00.000Z,none,0,
cus_2234_inv_0,cus_2234,control,small|soft|na,velocity_limit_exceeded,recovered,3469,3469,USD,txn_c_273,2026-08-20T00:00:00.000Z,none,0,
cus_2321_inv_0,cus_2321,control,small|soft|na,insufficient_funds,recovered,3605,3605,USD,txn_c_283,2026-08-20T00:00:00.000Z,none,0,
cus_2385_inv_0,cus_2385,control,small|soft|na,authentication_required,recovered,7062,7062,USD,txn_c_288,2026-08-20T00:00:00.000Z,none,0,
cus_2397_inv_0,cus_2397,control,small|soft|na,insufficient_funds,recovered,6199,6199,USD,txn_c_289,2026-08-20T00:00:00.000Z,none,0,
cus_2405_inv_0,cus_2405,control,small|soft|emea,processing_error,recovered,6525,6525,USD,txn_c_290,2026-08-20T00:00:00.000Z,none,0,
cus_2405_inv_1,cus_2405,control,small|soft|apac,processing_error,recovered,5105,5105,USD,txn_c_291,2026-08-20T00:00:00.000Z,none,0,
cus_2427_inv_0,cus_2427,control,mid|gray|na,do_not_honor,recovered,12015,12015,USD,txn_c_294,2026-08-20T00:00:00.000Z,none,0,
cus_2501_inv_0,cus_2501,control,small|soft|na,try_again_later,recovered,5991,5991,USD,txn_c_298,2026-08-20T00:00:00.000Z,none,0,
cus_2508_inv_0,cus_2508,control,small|soft|emea,issuer_unavailable,recovered,2060,2060,USD,txn_c_299,2026-08-20T00:00:00.000Z,none,0,
cus_2508_inv_1,cus_2508,control,small|gray|na,expired_card,recovered,7555,7555,USD,txn_c_300,2026-08-20T00:00:00.000Z,none,0,
cus_2519_inv_0,cus_2519,control,small|soft|na,issuer_unavailable,recovered,4324,4324,USD,txn_c_301,2026-08-20T00:00:00.000Z,none,0,
cus_2535_inv_0,cus_2535,control,mid|soft|latam,insufficient_funds,recovered,23938,23938,USD,txn_c_302,2026-08-20T00:00:00.000Z,none,0,
cus_2544_inv_0,cus_2544,control,small|soft|emea,issuer_unavailable,recovered,5662,5662,USD,txn_c_304,2026-08-20T00:00:00.000Z,none,0,
cus_2550_inv_0,cus_2550,control,small|gray|emea,expired_card,recovered,3809,3809,USD,txn_c_305,2026-08-20T00:00:00.000Z,none,0,
cus_2550_inv_1,cus_2550,control,small|soft|na,processing_error,recovered,7920,7920,USD,txn_c_306,2026-08-20T00:00:00.000Z,none,0,
cus_2550_inv_2,cus_2550,control,small|soft|na,insufficient_funds,recovered,5198,5198,USD,txn_c_307,2026-08-20T00:00:00.000Z,none,0,
cus_2560_inv_0,cus_2560,control,small|gray|na,do_not_honor,recovered,5052,5052,USD,txn_c_308,2026-08-20T00:00:00.000Z,none,0,
cus_2584_inv_0,cus_2584,control,micro|soft|latam,authentication_required,recovered,1909,1909,USD,txn_c_312,2026-08-20T00:00:00.000Z,none,0,
cus_2616_inv_0,cus_2616,control,small|gray|na,do_not_honor,recovered,3214,3214,USD,txn_c_314,2026-08-20T00:00:00.000Z,none,0,
cus_2616_inv_1,cus_2616,control,small|soft|na,insufficient_funds,recovered,4594,4594,USD,txn_c_315,2026-08-20T00:00:00.000Z,none,0,
cus_2630_inv_0,cus_2630,control,small|soft|emea,insufficient_funds,recovered,4580,4580,USD,txn_c_316,2026-08-20T00:00:00.000Z,none,0,
cus_2633_inv_0,cus_2633,control,mid|soft|na,insufficient_funds,recovered,18458,18458,USD,txn_c_317,2026-08-20T00:00:00.000Z,none,0,
cus_2664_inv_2,cus_2664,control,small|soft|apac,insufficient_funds,recovered,3852,3852,USD,txn_c_321,2026-08-20T00:00:00.000Z,none,0,
cus_2666_inv_0,cus_2666,control,small|soft|na,issuer_unavailable,recovered,8947,8947,USD,txn_c_323,2026-08-20T00:00:00.000Z,none,0,
cus_2672_inv_0,cus_2672,control,small|soft|apac,insufficient_funds,recovered,2996,2996,USD,txn_c_324,2026-08-20T00:00:00.000Z,none,0,
cus_2699_inv_0,cus_2699,control,small|soft|na,insufficient_funds,recovered,6318,6318,USD,txn_c_327,2026-08-20T00:00:00.000Z,none,0,
cus_2728_inv_0,cus_2728,control,small|gray|na,expired_card,recovered,7507,7507,USD,txn_c_330,2026-08-20T00:00:00.000Z,none,0,
cus_2749_inv_1,cus_2749,control,small|soft|latam,insufficient_funds,recovered,3402,3402,USD,txn_c_337,2026-08-20T00:00:00.000Z,none,0,
cus_2773_inv_0,cus_2773,control,mid|soft|emea,issuer_unavailable,recovered,10957,10957,USD,txn_c_339,2026-08-20T00:00:00.000Z,none,0,
cus_2799_inv_0,cus_2799,control,small|soft|na,try_again_later,recovered,5789,5789,USD,txn_c_341,2026-08-20T00:00:00.000Z,none,0,
cus_2838_inv_0,cus_2838,control,small|soft|na,issuer_unavailable,recovered,2866,2866,USD,txn_c_346,2026-08-20T00:00:00.000Z,none,0,
cus_2847_inv_0,cus_2847,control,small|soft|na,issuer_unavailable,recovered,3372,3372,USD,txn_c_347,2026-08-20T00:00:00.000Z,none,0,
cus_2881_inv_0,cus_2881,control,mid|gray|latam,do_not_honor,recovered,10329,10329,USD,txn_c_354,2026-08-20T00:00:00.000Z,none,0,
cus_2908_inv_0,cus_2908,control,small|soft|na,insufficient_funds,recovered,7766,7766,USD,txn_c_358,2026-08-20T00:00:00.000Z,none,0,
cus_2924_inv_0,cus_2924,control,small|soft|na,insufficient_funds,recovered,4788,4788,USD,txn_c_359,2026-08-20T00:00:00.000Z,none,0,
cus_2934_inv_3,cus_2934,control,mid|gray|apac,expired_card,recovered,13276,13276,USD,txn_c_363,2026-08-20T00:00:00.000Z,none,0,
cus_2948_inv_0,cus_2948,control,mid|soft|emea,processing_error,recovered,12752,12752,USD,txn_c_364,2026-08-20T00:00:00.000Z,none,0,
cus_2967_inv_0,cus_2967,control,small|soft|latam,insufficient_funds,recovered,7727,7727,USD,txn_c_367,2026-08-20T00:00:00.000Z,none,0,
cus_3066_inv_0,cus_3066,control,mid|gray|na,do_not_honor,recovered,11590,11590,USD,txn_c_377,2026-08-20T00:00:00.000Z,none,0,
cus_3087_inv_0,cus_3087,control,mid|soft|na,try_again_later,recovered,11030,11030,USD,txn_c_378,2026-08-20T00:00:00.000Z,none,0,
cus_3088_inv_0,cus_3088,control,small|soft|na,try_again_later,recovered,5187,5187,USD,txn_c_379,2026-08-20T00:00:00.000Z,none,0,
cus_3103_inv_0,cus_3103,control,small|soft|na,issuer_unavailable,recovered,7442,7442,USD,txn_c_380,2026-08-20T00:00:00.000Z,none,0,
cus_3103_inv_1,cus_3103,control,small|soft|na,processing_error,recovered,5454,5454,USD,txn_c_381,2026-08-20T00:00:00.000Z,none,0,
cus_3105_inv_0,cus_3105,control,small|soft|na,issuer_unavailable,recovered,4538,4538,USD,txn_c_382,2026-08-20T00:00:00.000Z,none,0,
cus_3110_inv_0,cus_3110,control,small|soft|na,insufficient_funds,recovered,3020,3020,USD,txn_c_385,2026-08-20T00:00:00.000Z,none,0,
cus_3133_inv_0,cus_3133,control,small|soft|na,insufficient_funds,recovered,5378,5378,USD,txn_c_389,2026-08-20T00:00:00.000Z,none,0,
cus_3143_inv_0,cus_3143,control,mid|soft|latam,insufficient_funds,recovered,13525,13525,USD,txn_c_391,2026-08-20T00:00:00.000Z,none,0,
cus_3144_inv_0,cus_3144,control,small|soft|na,insufficient_funds,recovered,2646,2646,USD,txn_c_392,2026-08-20T00:00:00.000Z,none,0,
cus_3173_inv_0,cus_3173,control,small|soft|emea,insufficient_funds,recovered,7387,7387,USD,txn_c_394,2026-08-20T00:00:00.000Z,none,0,
cus_3220_inv_0,cus_3220,control,mid|soft|emea,issuer_unavailable,recovered,14444,14444,USD,txn_c_395,2026-08-20T00:00:00.000Z,none,0,
cus_3222_inv_0,cus_3222,control,small|soft|na,processing_error,recovered,4822,4822,USD,txn_c_396,2026-08-20T00:00:00.000Z,none,0,
cus_3232_inv_0,cus_3232,control,small|soft|na,issuer_unavailable,recovered,6192,6192,USD,txn_c_398,2026-08-20T00:00:00.000Z,none,0,
cus_3242_inv_0,cus_3242,control,small|soft|na,processing_error,recovered,6936,6936,USD,txn_c_400,2026-08-20T00:00:00.000Z,none,0,
cus_3290_inv_1,cus_3290,control,micro|soft|emea,issuer_unavailable,recovered,1346,1346,USD,txn_c_404,2026-08-20T00:00:00.000Z,none,0,
cus_3290_inv_3,cus_3290,control,small|soft|emea,issuer_unavailable,recovered,5327,5327,USD,txn_c_406,2026-08-20T00:00:00.000Z,none,0,
cus_3330_inv_0,cus_3330,control,small|soft|na,insufficient_funds,recovered,2802,2802,USD,txn_c_407,2026-08-20T00:00:00.000Z,none,0,
cus_3332_inv_0,cus_3332,control,small|soft|apac,insufficient_funds,recovered,2528,2528,USD,txn_c_408,2026-08-20T00:00:00.000Z,none,0,
cus_3394_inv_0,cus_3394,control,small|soft|apac,issuer_unavailable,recovered,9996,9996,USD,txn_c_414,2026-08-20T00:00:00.000Z,none,0,
cus_3415_inv_0,cus_3415,control,mid|soft|emea,insufficient_funds,recovered,10590,10590,USD,txn_c_417,2026-08-20T00:00:00.000Z,none,0,
cus_3469_inv_0,cus_3469,control,small|soft|na,insufficient_funds,recovered,4231,4231,USD,txn_c_421,2026-08-20T00:00:00.000Z,none,0,
cus_3486_inv_0,cus_3486,control,small|soft|na,try_again_later,recovered,3929,3929,USD,txn_c_423,2026-08-20T00:00:00.000Z,none,0,
cus_3508_inv_0,cus_3508,control,small|gray|na,do_not_honor,recovered,3569,3569,USD,txn_c_427,2026-08-20T00:00:00.000Z,none,0,
cus_3508_inv_1,cus_3508,control,small|soft|emea,insufficient_funds,recovered,7019,7019,USD,txn_c_428,2026-08-20T00:00:00.000Z,none,0,
cus_3538_inv_0,cus_3538,control,mid|soft|emea,authentication_required,recovered,15983,15983,USD,txn_c_431,2026-08-20T00:00:00.000Z,none,0,
cus_3543_inv_0,cus_3543,control,small|soft|na,insufficient_funds,recovered,5426,5426,USD,txn_c_432,2026-08-20T00:00:00.000Z,none,0,
cus_3543_inv_1,cus_3543,control,small|soft|na,issuer_unavailable,recovered,4378,4378,USD,txn_c_433,2026-08-20T00:00:00.000Z,none,0,
cus_3584_inv_0,cus_3584,control,small|soft|na,authentication_required,recovered,7933,7933,USD,txn_c_435,2026-08-20T00:00:00.000Z,none,0,
cus_3617_inv_1,cus_3617,control,mid|soft|emea,insufficient_funds,recovered,14877,14877,USD,txn_c_437,2026-08-20T00:00:00.000Z,none,0,
cus_3665_inv_0,cus_3665,control,small|soft|na,processing_error,recovered,6218,6218,USD,txn_c_441,2026-08-20T00:00:00.000Z,none,0,
cus_3665_inv_2,cus_3665,control,small|soft|latam,insufficient_funds,recovered,7259,7259,USD,txn_c_443,2026-08-20T00:00:00.000Z,none,0,
cus_3686_inv_0,cus_3686,control,mid|soft|na,insufficient_funds,recovered,16585,16585,USD,txn_c_445,2026-08-20T00:00:00.000Z,none,0,
cus_3687_inv_0,cus_3687,control,small|soft|apac,issuer_unavailable,recovered,7084,7084,USD,txn_c_446,2026-08-20T00:00:00.000Z,none,0,
cus_3687_inv_1,cus_3687,control,small|soft|emea,processing_error,recovered,8989,8989,USD,txn_c_447,2026-08-20T00:00:00.000Z,none,0,
cus_3752_inv_0,cus_3752,control,small|soft|na,issuer_unavailable,recovered,7431,7431,USD,txn_c_450,2026-08-20T00:00:00.000Z,none,0,
cus_3784_inv_0,cus_3784,control,small|soft|emea,insufficient_funds,recovered,2298,2298,USD,txn_c_454,2026-08-20T00:00:00.000Z,none,0,
cus_3793_inv_1,cus_3793,control,small|soft|na,insufficient_funds,recovered,3362,3362,USD,txn_c_456,2026-08-20T00:00:00.000Z,none,0,
cus_3818_inv_1,cus_3818,control,small|gray|emea,expired_card,recovered,2961,2961,USD,txn_c_458,2026-08-20T00:00:00.000Z,none,0,
cus_3860_inv_0,cus_3860,control,small|soft|na,issuer_unavailable,recovered,9500,9500,USD,txn_c_462,2026-08-20T00:00:00.000Z,none,0,
cus_3876_inv_1,cus_3876,control,mid|soft|apac,insufficient_funds,recovered,10251,10251,USD,txn_c_466,2026-08-20T00:00:00.000Z,none,0,
cus_3878_inv_0,cus_3878,control,small|soft|emea,processing_error,recovered,3629,3629,USD,txn_c_468,2026-08-20T00:00:00.000Z,none,0,
cus_3944_inv_0,cus_3944,control,small|soft|emea,insufficient_funds,recovered,4838,4838,USD,txn_c_472,2026-08-20T00:00:00.000Z,none,0,
cus_3952_inv_0,cus_3952,control,small|gray|na,do_not_honor,recovered,4158,4158,USD,txn_c_473,2026-08-20T00:00:00.000Z,none,0,
cus_3952_inv_1,cus_3952,control,small|soft|emea,issuer_unavailable,recovered,2654,2654,USD,txn_c_474,2026-08-20T00:00:00.000Z,none,0,
cus_3967_inv_0,cus_3967,control,mid|soft|emea,processing_error,recovered,31084,31084,USD,txn_c_476,2026-08-20T00:00:00.000Z,none,0,
cus_3975_inv_0,cus_3975,control,small|soft|emea,insufficient_funds,recovered,8577,8577,USD,txn_c_477,2026-08-20T00:00:00.000Z,none,0,
cus_3979_inv_0,cus_3979,control,small|soft|na,insufficient_funds,recovered,2541,2541,USD,txn_c_479,2026-08-20T00:00:00.000Z,none,0,
cus_3986_inv_0,cus_3986,control,small|soft|emea,authentication_required,recovered,3969,3969,USD,txn_c_481,2026-08-20T00:00:00.000Z,none,0,
cus_4035_inv_0,cus_4035,control,small|soft|emea,authentication_required,recovered,2721,2721,USD,txn_c_483,2026-08-20T00:00:00.000Z,none,0,
cus_4054_inv_0,cus_4054,control,small|gray|emea,do_not_honor,recovered,2616,2616,USD,txn_c_484,2026-08-20T00:00:00.000Z,none,0,
